,labels,lenths,contents
28,1,102,之前 一直 用 7p ， 后面 8p 一 出来 价格 有点 高 ， 所以 没买 ， 68 活动 买 了 然后 收到 货 发现 这 手机 有点 问题 ， 打游戏 噪音 很大 ， 我 的 mac 和 之前 7p 没有 过 的 电流 噪音 zizizi 的 ， 问过 客服 说 是 关机 就 好 了 ， 我 很 好奇 手机 有 问题 关机 就 可以 解决 吗 ？ 开关 无数次 没 啥 用 ， 并且 闪退 ， 卡屏 很 常见 ， 比得上 十年 前 互联网 刚通 那会儿 卡 ， 可能 是 我 个人 比较 倒霉 ， 懒得 退换 不想 给 自己 找麻烦
29,3,104,没满星 的 原因 是因为 小小的 系统 bug 京东 和 苹果 的 人员 没 解答 出来 ， 还是 百度 告诉 我 答案 的 。 作为 每年 一 更 的 我 ， 对 这 一代 的 玻璃 还 算 满意 ， 过渡 会 有点 卡手 ， 逢 大小 没太 注意 ， ip67 就 好 了 ， 明天 试水 再评 。 ， 照片 还 没 对比 ， ios 发 朋友圈 还是 有 对比 的 ， 但 系统 的 流畅 度 明显 666 。 cpu 是 质上 的 变化 。 品控 ， 拍照 ， 性能 三 大样 是 我 的 要求 。 目前 在 用 i7 和 s8
30,5,17,手机 背部 会 有 少量 发热 ， 不 知道 算不算 正常 ， 其它 还是 比较满意 的 。
31,1,45,iso 烂 系统 ， 连着 wifi 各种 app 连不上 ， 连 百度 地图 都 打不开 ， 坑 的 不能 再 坑 的 系统 ， 打开 蜂窝 移动 网络 ， 蜂窝 移动 数据 都 打不开 ， 我能 退货 吗 ？ 然后 等等 就 闪退 了 。
32,1,97,那么 贵 的 产品 ， 比 * 块 的 都 比不上 ， 刚刚 6 天 就 出 故障 ， 还 不能 更换 的 ， 买 了 那么 多 商品 ， 两次 京东 购买 苹果 手机 都 是 出 问题 ， 第一次 觉得 是 运气 ， 第二次 就让 我 觉得 真的 要 像 市民 说 的 一样 ， 京东 只能 销售 有 故障 的 机器 ， 看 你 发现 的 早晚 而已 ! 严重 的 差评 ！ 出 问题 就 喊 你 找 这里 那里 的 ， 浪费 顾客 的 时间 ！ 投诉 ， 不 不 满意 ！
33,1,41,买 了 没有 一周 ， 降价 200 多 ， 找 客服 ， 客服 回复 ： 尊敬 的 顾客 您好 ， 经 查看 您 选购 的 是 秒杀 商品 ， 秒杀 商品 不 在 价保 范围 内 ， 请 您 理解 。
34,1,5,客服 服务态度 太 差 。
35,3,15,苹果 降价 怕 到 死 ， 才 买 几天 立马 降 几百 ， 心脏 疼
36,5,86,今天 刚到 的 ， 第一次 在 网上 买手机 还 挺 忐忑 的 ， 不过 京东 还是 值得 信赖 的 ， 手机 外观 很 好 ， 没有 瑕疵 ， 序列号 都 核对 了 是 正品 ， 我 买 的 128g 的 运行 还 可以 ， 但 下载 软件 比较慢 ， 不 知道 是不是 无线 的 问题 。 打电话 试 了 一下 通话 没有 杂音 ， 屏幕 也 没 问题 ， 其它 方面 也 都 挺 好 的 没见 异常 ， 过段时间 再 追评 ， 目前 很 满意
37,5,12,很 好 ， 手感 很棒 ， 信赖 京东 ， 京东 给力 ？
38,1,10,手机信号 差 屏幕 与 边框 有 裂缝 ， 耗电 快
39,2,15,给 我 号 。 。 。 。 ？ ？ ？ 好烦 。 。 。 。
40,4,19,今天 刚 收到 ， 包装 简单 ， 手机 还 可以 快递 小哥 棒 ， 用 了 以后 再来 追平
41,3,49,用 了 一段时间 觉得 还 可以 吧 ， 不过 这 京东 降价 可 真是 降得 快 ， 前手 买 完后 手 直降 了 1000 元 ， 申请 保价 也 不好 用 ， 真不知道 是不是 8 和 8p 不好 总是 降价 卖 ， 然而 X 一直 没 看见 降过 价
42,3,49,手机 满意 ， 但 不到 一个 星期 降价 两百 ， 还 不让 保价 ， 原因 是因为 秒杀 商品 ， 可 你 这个 秒 杀价 也 才 降 一百 啊 ， 还是 比 现在 贵 啊 。 不 给 保价 就别 承诺 ， 给出 这么 个 不合理 的 理由 。
43,1,24,买 了 十几天 就 降价 * ， 然后 投诉 效率 慢 的 要死 ， 一会儿 换人 一会儿 换人 ， 一直 在 重复 ， 坑人
44,3,17,前天 刚到 ， 今天 就 降 了 * 块钱 ， 这 差距 也 太大 了 吧 。
45,1,10,刚买 就 降价 ， 还 不能 保价 ， 坚决 差评
46,2,23,外观 有 一点点 瑕疵 ， 是 边框 有 一点 磨黑 ， 着急 用 就 没退 了 。 其他 暂时 没有 发现 问题 。
47,3,58,首先 我 个人 觉得 手机 太重 了 不 习惯 ， 其次 电池 续航 能力 只能 说 还行 ， 与 我 期望值 还是 有点 差别 ， 有 一点 我 不 知道 是不是 本来 就 如此 ， 滑 解锁 图案 时 ， 手速 快点 ， 一条 直线 上 的 ， 中间 一个 居然 会 被 跳 过 ， 标记 不上
48,3,8,激活 好 几次 才 成功 ， 送货 速度慢
49,5,34,上午 下单 后 当天 就 送到 了 ， 东西 质量 很 好 ， 下 一次 一定 还来 这里 买 ， 速度 比 7 块 ， 外观 万年 不变 ， 手感 比 铝合金 好 一点
50,3,12,听筒 声音 特别 小 ， 不 知道 怎么回事 ， 想换 又 怕麻烦
51,5,5,快递 小哥 速度 很快 ！
52,5,29,还是 非常 不错 的 ， 开 开始 不 习惯 ， 慢慢 就 会 很 顺利 了 ， 所以 用 了 两个 月 才 来 评论 一下 ！ 值得 拥有
53,1,13,很 垃圾 ！ 不要 去 买 ， 有 问题 不 给 解决 ！
54,1,37,上个月 买 的 手机 等 了 一个月 才 评价 说实话 用 着 手机 挺卡 的 反应 挺慢 的 不 知道 为啥 触屏 总是 偶然间 点着 不动 让 人 觉得 花 将近 6000 买个 这破 玩意 不 值得
55,1,17,没法 下载 软件 ， 账号 登录 不上 ， 已 申请 换货 。 换货 后 再 来 评价
56,1,19,手机 真心 垃圾 ， 用 了 还 不到 一个月 黑屏 了 ！ 我 想 问 这 是 为什么 ？
57,5,17,一直 信赖 京东 相信 这次 也 错 不了 ， 兄弟姐妹 们 一直 都 在 京东 买 没错
58,5,96,一直 习惯 在 京东 上 买 电子产品 ， 本地 就 有 仓库 ， 上午 下单 ， 下午 就 能 收货 ， 这 一次 给 媳妇 买 的 8 也 不 例外 ， 还是 选择 京东 ， 是 新机 正品 ， 玻璃 后盖 和 金属 边框 之间 的 缝隙 比较 明显 ， 但是 很 均匀 一直 ， iOS 系统 不 做 评价 ， 64G 安装 完 基本 常用软件 后 还有 40G 空余 。 \ n 最近 价格 一直 在 变 ， 和 客服 联系 给 申请 了 保价 ， 返 了 一些 豆豆 ， 谢谢 客服 。
59,3,38,就 一个 袋子 装太 & hellip ; & hellip ; 了 ， 6888 买 的 ， 第二天 6488 ， 双十 一 6688 & hellip ; & hellip ; 后来 磋商 补 了 200 块 ， 还 算 满意
60,1,9,怪 我 没 问 清楚 了 。 。 。
61,5,22,不错 ， 不错 ， 不错 有 终于 等到 降价 啦 ， 特别 好用 ， 朋友 看到 了 ， 立马 也 下手 一台
62,3,25,手机 应该 没 问题 ， 送 女朋友 的 。 但 刚 买 就 降 好几百 ， 心里 特不 舒服 ， 所以 给 个 中评 。
63,3,33,外观 还 可以 ， 但是 买 了 还 不到 一个月 ， 就 出现 了 闪退 、 卡死 的 情况 & hellip ; 像素 也 是 很 渣 ， 失望 呀 & hellip ;
64,1,16,好 坑 的 一次 购物 ， 买 了 0 天 左右 ， 掉 两次 价格 了
65,1,6,死 磕 到底 ， 二首 东
66,3,37,包装 你 就 真的 不怕 摔坏 ？ 就 一个 盒子 ， 外面 一个 大 快递 袋子 装着 ， 防 摔 保护 在 哪里 ？ 打开 之后 没有 发现 卡针 ， 你 让 我 如何 换卡 ？ ？
67,3,9,一般 ， 买 了 半个 月 降 了 100
68,5,18,买来 给 儿子 用 的 ， 他 说 挺 好 的 ， 看起来 也 是 高大 上 。
69,3,28,东西 现在 用 着 没 问题 连 着 买 了 两个 不 知道 为啥 这 两个 机子 已经 连结 过 蓝牙 设备 了 ？ 难道 是 翻新 机
70,1,50,今天 偶然 查 了 一下 ， 我 208 年 3 月 4 号 下单 购入 ， 官网查 机器 保修 截止 日期 是 208 年 6 月 3 号 ， 买回来 时 系统 应该 是 . 系列 的 。 . 正式版 的 发布 时间 应该 是 207 年 月份 吧 *
71,1,22,今天 刚 收到 。 在 装 ， 突然 发现 屏幕 中间 有 黑快 ？ ？ 为什么 ？ ？ 问 客服 也 没回
72,1,41,是 翻新 机 或者 水货 ， 别 再 买 了 。 因为 苹果 官方 店 检测 后 无法 购买 applecare ， 且 店员 也 明确 表示 Apple 官方 在 京东 没有 店 。 咨询 店员 的 问题 也 得不到 解答 。
73,1,8,卡 ， 垃圾 ， 刚买 完 就 降价
74,1,20,一个月 直接 黑屏 。 客服 没 人 。 。 真心 醉 了 。 。 大 几千 买 的 东西 。
75,2,34,刚 收到 货 ， 还 不 确定 是不是 翻新 机 ， 机子 本身 有 明显 污渍 ， 保修期 超过 一年 ， 暂时 看不出 有 什么 其他 漏洞 ， 看 接下来 的 情况 吧 ！
76,2,19,电池 用电 特别 快 ， 手机 一 发热 ！ 在 考虑 以后 还 在 京东 买 东西 么 ？
77,3,11,不 知道 为什么 有时候 打电话 声音 特小 ！ ！ ！ ？
78,3,50,我 认为 京东 并 没有 外界 说 得 那么 好 ， 发票 没有 ！ 连 包装 手提袋 没有 ， 送人 很 单调 ， 另外 ， 反映 问题 没 人 解决 ， 管理 及 服务 有待 提高 ， 配套 赠品 一无所有 ， 实体店 还有 礼品 赠送 ， 望 速寄 发票 。
79,5,44,给 老公 的 礼物 ， 老公 很 喜欢 ， 用 了 一段时间 ， 体验 挺 好 ， 外形 也 漂亮 ， 最近 听筒 偶尔 有 杂音 ， 售后 说要 返厂 检修 ， 太 麻烦 了 ， 凑合着 用 吧 ， 其他 没有 什么 问题
80,5,7,正品 ， 包装 好 ， 服务态度 好
81,1,23,用 了 一个多月 后 ， 手机 自己 开始 无限 自动 重启 ， 黑屏 等 & hellip ; & hellip ; & hellip ;
82,5,22,有 稍微 的 闪 退及 卡顿 ！ 总体 满意 ！ 可能 是 动作 过快 吧 ！ 发热 现象 还是 比较严重 的 ！
83,1,17,胶 都 漏出来 了 怎么 过 的 品控 ， 苹果 的 质量 就是 这样 的 ？ 失望
84,5,27,京东 自营 物流 一如既往 不会 让 我 失望 ， 这次 买到 了 亮 黑色 ， 外观 看上去 一体化 ， 线条 流畅 优美 ， 手感 也 不错 ?
85,2,1,一般
86,5,12,第二个 了 ， 京东 的 电子 产品质量 安全 信得过 ， 值得 信赖
87,5,14,手机 用 着 还 可以 ， 挺 流畅 的 ， 做工 也 很 精致
88,5,70,这 是 我 在 京东 自营 买 的 第四 台 苹果 手机 ， 第一部 是 201 年 的 苹果 六 ， 16G 的 ， 当时 花 了 3800 多 ， 然后 去年 秒 了 两台 32G 的 苹果 六 ， 刚买 的 这个 是 苹果 7P ， 很 好看 的 银色 ， 系统 上 是 11.0 的 ， 苹果 手机 值得 拥有 ， 一点 不卡 ， 谁 用 谁 知道
89,3,34,有 点心 塞 手机 到手 三天 又 优惠 了 三百 ， ， 第一次 买 苹果 手机 用 着 还 可以 目前 没 发现 什么 毛病 ， 物流 速度 挺快 的 就是 包装 太过 简单
90,5,34,买 的 iphone826G 的 ， 才 用 一个 来 星期 ， 感觉 还 可以 ， 之前 4S 用 了 好几年 系统 更新 后 很 卡 只好 换 新款 了 ， 继续 感觉 下 ，
91,3,12,通电话 有 电流 声 ， 偶然 小卡 ， 客服 有点 不理 人
92,3,28,货是 正品 。 电池 续航 没有 问题 。 拍照 也 特 清晰 。 但是 为什么 手机信号 不好 ， 信号 不好 ， 信号 不好 。 打电话 都 听不清 。
93,5,7,京东 速度 就是 快 ， 手机 正品
94,5,9,帮别人 买 的 ， 苹果 手机 一如既往 的 好
95,1,23,屏幕 有 一点 发黄 ， 我 把 护眼 关了 都 黄 ， 不 知道 是不是 手机 问题 ， 之前 7plus 都 没 黄
96,1,74,手机 暖屏 的 厉害 感觉 自己 用 的 是 假 的 苹果 就是 想要 个 拍照 好点 的 手机 就 这么 难 。 我 同事 是 7p 用 了 一年 多 拍照 成像 要 比 我 这个 新手机 好太多图 一 和 图二是 分别 是 我 手机 前置 和 后置 拍 的 图三图 四 是 同事 的 7p 拍 的 大家 看看 吧 还是 去 店里 买 吧 差 的 也 太 多 了 吧
97,2,178,手机 是 双 1 买 5999 买 的 ， 我 想 问 一下 ， 你们 大家 收到 货都 有 发票 吗 ， ， 我 的 没有 发票 ， 我 是 第一次 在 京东 上 买 东西 ， 也 是 第一次 买 苹果 手机 。 我 付款 的 时候 选 的 是 普通发票 ， 买 之前 咨询 客服 了 ， 说 发票 和 手机 一起 邮 过来 ， 找 了 半天 也 没有 ， 最后 打电话 问 客服 ， 说 我们 地区 这边 只能 自己 去 网上 打印 电子 发票 ， 不 给 开 普通发票 。 真的 是 太 坑人 了 ， 还有 就是 ， 我 手机 14 号 收到 的 货 ， 我 也 没 点击 确认 收货 呢 ， 今天 去 看 订单 竟然 已经 确认 收货 了 ， 待 评价 ， 。 ， ， 这是 什么 情况 啊 ， 京东 系统 自己 就 确认 收货 了 ， ， ， 去 问 客服 就 个 机器人 在 那 回复 ， 气死人 ， ， ， 好 在 手机 没什么 问题 ， ， ， 用 一段时间 在 看吧 。
98,1,19,真心 不好 啊 ， 实在 是 世纪 最差 购物 ， 无与伦比 的 恶心 ， 后悔 真是 没药 啊 。
99,2,63,对比 了 7P 和 8P 最后 还是 入手 了 8 \ n 京东 快递 一直 这么 快 隔天 就 到 了 \ n 拆封 时 发现 右上角 掉 漆 联系 售后 可以 退 但 要 核查 不是 人为 的 要 一周 时间 \ n 没 办法 急 着 用 只能 将 就要 是 京东 能 送点 小 礼品 估计 心里 能 平衡点 。
100,1,89,很无语 的 一次 iPhone8P ， 第一次 买 了 个 白 的 ， 相信 京东 相信 苹果 ， 后面 开了个 口子 ， 退货 折腾 一周 ， 第二次 ， 买 了 个 黑 的 ， 后面 玻璃板 接缝 大 ， 手摸 有 明显 台阶 ， 售后 说 正常 ； 我家 买 了 第三个 8P 了 ， 就 我 相信 京东 ， 死活 要 上 京东 买 。 这下 我 真的 信 了 ， 京东 要么 卖 给 我们 翻修 品 ， 要么 就是 二等品 。 心力 憔悴 的 一次 体验 。
101,1,67,第一 ， 买 了 几天 就 降价 600 ， 九折 ， 还 不能 退 差价 。 第二 ， 手机 用 了 三天 有 异响 ， 很大 的 电流 声 ， 也 不能 处理 。 第三 ， 包装 像 拆过 一样 ， 简陋 ， 快递 员 态度 也 不好 ， 京东 的 体验 越来越 差 ， 这样 对待 忠实 消费者 ， 迟早 要 完蛋 ， 卸载 京东 。
102,2,56,买回来 没 检查 拍照 闪光灯 ， 半个 月 之后 偶然 试 了 下夜 拍 ， 结果 闪光 只是 微闪 一下 ， 根本 没用 作用 ， 拍 出来 一片 糊 ， 网上 有人 说 是因为 气温 太低 ， 三十度 了 你 跟 我 说 低 ， 手电筒 能够 正常 开 ， 申请 了 售后 了 不行 换机
103,5,78,第一次 使用 7p 感觉 还 不错 128g 的 内存 很 强大 也 够 我 用 了 一直 在 8p 和 7p 之间 纠结 买 哪个 毕竟 8p 玻璃 的 外观 容易 碎 还是 选择 了 7p 也 是 很值 的 冲 完电 之后 电池 也 很 耐用 就是 当天 就 提示 手机 更新 提示 ios11.2 . 6 作为 一个 小白 我 也 不 知道 能 不能 随便 更新 & hellip ; & hellip ; 求 大神 指导 ！
104,5,7,大家 代表大会 此次 赶紧 放假 放假 放假
105,3,34,用 了 一个多月 ， 偶尔 出现 黑屏 卡死 ， 昨天 莫名 奇妙 发烫 跑电 快 ， 6s 换 8 本身 就 等于 换个 电池 ， 结果 还 没 多少 提升 ， 越来越 失望 。
106,2,34,为什么 我 的 手机 点 通讯录 里 的 号码 导入 就 闪退 ？ 我查 过 手机 是 新 的 ， 但 还是 有 几个 问题 ， 感觉 机子 不 正常 。 。 。 。
107,1,49,"手机 没什么 问题 ， 一星 是 给 京东 的 ， 京东 现在 太 会 坑人 了 ， 2 . 买 的 5989 , 正 一个月 现在 5688 ， 这 就 差 了 三百 ， 冤呀 ， 以后 不要 在 节前 买 东西 ， 越是 过节 做 活动 越 坑人"
108,1,21,物流 包装 差 ， 手机 外观 有 划痕 手机 玩 着 会 卡 ， 系统 不 流畅 ， 反应 有时 迟钝
109,5,264,之前 在 Apple 官网 的 ， 结果 发现 京东 降价 1000 + ， 就 把 官网 的 退 了 （ 直营店 和 官网 14 天无 理由 退货 ） 。 \ n 作为 一个 用 了 8 年 IOS 设备 的 资深 果粉 ， 感觉 苹果 迟早 要 完 ， 但 就 目前 而言 ， 苹果 还是 最好 用 的 手机 。 \ n 先吐糟 ， 摄像头 进灰是 通病 ， 基本 每 一台 8 / 8plus 都 有 ， 不管 在 哪 买 的 ， 确实 让 我 很 不爽 ， 之前 的 苹果 可不是 这样 的 。 ios11 的 系统 bug 也 比较 多 ， 对于 IOS 我 还 不能 忍受 的 一点 就是 新 系统对 旧 设备 负 优化 ， 这 是从 第一代 苹果 就 留下来 的 传统 ， 从 ios10.2 开始 ， 苹果 还 对 电池 状态 不佳 的 设备 CPU 降频 ， 完全 就是 在 强 * 设备 。 \ n 不过 话说回来 ， 目前 苹果 还是 比安卓好 用 多 了 。 尤其 在 天朝 ， Google 服务 都 被 墙 了 ， 因此 安卓 手机 体验 大打折扣 。 GooglePlay 商店 不能 用 ， 只能 用 各种 捆绑 安装 ， 鱼龙混杂 ， 且 资源 不全 的 国产 应用 商店 。 很多 国外 的 游戏 大作 因为 无法 连接 谷歌 服务 而 不能 正常 运行 。 \ n 总而言之 ， 京东 的 iPhone8 还是 值得 购买 的 ， 性价比 真的 很 高 。 A11 芯片 吊打 目前 打遍天下 无敌手 ， 拍照 也 绝对 是 一流 水准 ， 屏幕 色彩 表现 首屈一指 ， 分辨率 虽然 算不上 顶尖 但 看上去 也 足够 精细 。
110,5,25,一直 在 纠结 要 不要 下单 、 上午 下单 下午 六点半 多 就 收到 了 ， 机型 不错 ? ， 毕竟 五千块 大洋 的 ！
111,1,19,买 了 一个月 都 不到 ， 就 降价 * 了 ， 京东 的 价格 浮动 实在 太大 了 ！
112,1,13,手机 打电话 听 不 清楚 ， 收到 手机 外壳 划伤 摄像头 下方 划伤
113,1,23,不 满意 ， 严重 生气 才 到货 两天 降 一百 还 不 给 价保 不 给 退货 要 价格 保护 是 装饰 吗
114,5,12,京东 6388 买 的 ， 没用过 苹果 手机 ， 等待 实践 吧
115,1,19,后悔 死 了 ， 建议 买 深空 灰色 千万 不要 买 金色 和 银色 ！ 好 大黑 边 ！
116,5,21,不 知道 怎么 弄错 了 密码 无法 进入 400 电话 晚上 九点 就 下班 急人 现在 还 没有 恢复 出厂 设置
117,3,59,物流 很快 ， 但是 不 知道 为什么 短短 一段时间 就 降价 500 ， 用 起来 有时候 卡卡 的 ， 心里 极其 不爽 ， 看到 评论 说 是 清空 质量 差 的 机子 ， 我 也 只能 这样 哄骗 自己 了 ， 总之 给 客户 的 购买 体验 很差 ， 做 大 了 也 就 不管 消费 群体 了 。
118,2,15,其他 都 很 好 ， 就是 后盖 竟然 一边 是 有点 盖 偏 了 ，
119,5,18,在 京东 买 了 两个 苹果 手机 了 用 电脑 检查 全新 机 ， 一个 字 、 好
120,1,123,一次 不 愉快 的 购物 \ n 苹果 手机 做工 失望 ， 第一次 送来 的 护镜 溢胶 ， 如图 黑色 ， 第二次 送来 拆机 护膜 上 灰尘 多 。 最后 一张 图 。 \ n 苹果 做工 ！ ！ ！ ， 手机 207 年 39 周产 ， 今天 也 是 208 年 0 周 了 。 \ n 一次 对 京东 失望 的 购物 \ n 换机 9 号 提出 ， 审核 至 退机 到 京东 2 号 一直 呆 着 ， 5 号 晚 才 有 结果 。 还是 在 我 多次 使用 & ldquo ; 会员 & rdquo ; 服务 后 \ n 唯 感受 快 的 是 京东 物流 ， 但是 快能 掩盖 所有 ， 快能 撑 长远 吗 ？
121,3,19,昨晚 下单 . 今天 就 降价 200 ！ ！ 瞬间 无爱 了 。 不过 感谢 快递 哥 的 辛苦
122,5,31,京东 的 服务 还是 很 满意 的 ， 虽然 过程 中 有点 小 问题 ， 但是 也 顺利 解决 ， 所以 价高 一些 购买 京东 直营 产品 还是 比较 放心 ?
123,3,32,手机 的 包装盒 ， 外面 的 塑料 ， 磨碎 严重 ， 手机 没 啥事 ， 就是 上面 有 一块 掉 漆 了 ， 也 懒 着 退 了 ， 就 这样 把
124,3,6,一部 没有 什么 新意 的 手机
125,1,22,才 拿来 充电器 就是 坏 的 然后 前置 摄像头 一直 发 绿光 。 。 。 。 。 客服 也 不理 人 。
126,1,42,一星 都 不想 给 。 次品 ， 送来 的 不是 全新 机 ， 原机 的 塑料膜 上面 有 灰尘 和 指纹 ， 侧边 金属 边框 三处 划痕 ， 已 申请 换货 ， 再有 问题 就 退 了 。 京东 越来越 不像话 了
127,5,24,双十 一 京东 自提 居然 当天 到货 ， 感觉 真的 很 好 \ n 购买价 超值 用券 买 便宜 00 \ n 完美 屏
128,1,24,手机 是 没有 激活 过 的 、 不过 就是 打开 盒子 仔细 一看 右上角 有 两道 细微 的 划痕 。 这是 什么 原因 ？
129,1,8,用 着 有点 卡 ， 没有 那么 流畅
130,5,23,很 好 用 ， 以前 是 个 6 ， 充 不了 电 了 ， 买 了 这个 ， 一直 相信 苹果 系统 ，
131,1,22,刚买 就 降价 ， 客服 呢 ？ 讲讲 呗 & hellip ; & hellip ; 包装 太 简露 ， 品控 不好 ?
132,2,15,一般般 没什么 变化 锁屏 了 还 会 横屏 反应 也 慢 电池 更 不 耐用
133,1,23,一般般 吧 ， 只有 京东 的 外包装 封条 ， 刚 拿到 手 ， 屏幕 是 脏 的 ， 明显 不是 原装 的 ，
134,5,19,速度 飞快 ， 面部 识别 快 ， 结婚 五 周年纪念 ， 送 老婆 的 ， 希望 她 喜欢 ！
135,1,80,差评 ， 差评 ， 极度 差评 ， 差评 ， 手机 刚用 20 天 就 出现 这样 的 白 苹果 状态 ， 直营店 面 系统 更新 无效 ， 且主 屏幕 键 中间 有 裂痕 已 无法 正常 使用 ， 无 磕碰 记录 。 太差 了 这 手机 ， 下方 评论 ? ? 类似 情况 ， 请 大家 谨慎 购买 。 售后 不 配合 解决 这么 严重 的 问题 都 是 说 维修 。 根本无法 接受 。 大家 远离 京东 吧 。
136,2,33,接收 信号 差 ， 手机 网络 更差 ， 在 深圳 还 老 是 3G 网络 ， 打开 个 网页 转 半天 ， 看 视频 更 不用说 了 ， 特 后悔 买 这个 手机
137,1,85,7 号 发短信 专属 价 5888 呵呵 ， 厉害 了 然后 分期 不 免息 最后 给 我 来 个 分 2 期 ？ 就 这么 赚钱 的 吗 ？ 这是 什么 软件 设置 ？ 估计 哪里 给 我 重置 到 分 2 期 了 ， 真心 被 恶心 到 了 ， JS 还 在 媒体 面前 装 什么 装 ， 公司 老板 决定 价值观 ， 为了 赚钱 耍 这些 心机 真是 厉害 了 ， 给 员工 的 五险 一金 就是 这样 来 的 吧 ？
138,1,20,用 了 20 天 不到 就 出 问题 了 ， 黑屏 了 打不开 了 ！ 怎么 质量 这么 差 ！
